被投企业名称 ,资讯标题,简要,发布日期,SENTIMENT,来源,详细资讯,BUSI_TYPE,被投企业id
浦发银行,ST南风：北京市金杜律师事务所关于公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易之法律意见书,"本次募集配套资金拟发行股份的种类为人民币A股普通股，每股面值为1.00元，上市地点为深交所。
1999年7月，经山西省人民政府晋政函（1999）69号文批复，南风化工以1998年末的总股本20,237万股为基数，按每10股派发股票股利2股，资本公积转增8股股本，实施完成后，南风化工股本总额增至40,474万股。
2.2009年2月，第一次增资（注册资本增加至47,600万元）2006年10月23日，北方铜业召开第二届董事会2006年第五次会议，审议通过了关于SKN对公司增资扩股的议案。
3.2020年9月29日，南风化工召开第八届董事会第十六次会议，审议通过了《南风化工集团股份有限公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易预案>及其摘要的议案》等与本次事项相关的议案和具体事宜，并于2020年9月30日进行公告并复牌。
8.2021年1月21日，南风化工召开第八届董事会第十八次会议，审议通过了《关于<南风化工集团股份有限公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）>及其摘要的议案》等本次重组的相关议案和具体事宜，并随后将进行公告。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/08fd7ee5-a5e0-420a-a261-b55a9602cafe.PDF,VR,985025DE1CDC01E6E0532D89170A4100
中国中车,ST南风：北京市金杜律师事务所关于公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易之法律意见书,"本次募集配套资金拟发行股份的种类为人民币A股普通股，每股面值为1.00元，上市地点为深交所。
1999年7月，经山西省人民政府晋政函（1999）69号文批复，南风化工以1998年末的总股本20,237万股为基数，按每10股派发股票股利2股，资本公积转增8股股本，实施完成后，南风化工股本总额增至40,474万股。
2.2009年2月，第一次增资（注册资本增加至47,600万元）2006年10月23日，北方铜业召开第二届董事会2006年第五次会议，审议通过了关于SKN对公司增资扩股的议案。
3.2020年9月29日，南风化工召开第八届董事会第十六次会议，审议通过了《南风化工集团股份有限公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易预案>及其摘要的议案》等与本次事项相关的议案和具体事宜，并于2020年9月30日进行公告并复牌。
8.2021年1月21日，南风化工召开第八届董事会第十八次会议，审议通过了《关于<南风化工集团股份有限公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）>及其摘要的议案》等本次重组的相关议案和具体事宜，并随后将进行公告。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/08fd7ee5-a5e0-420a-a261-b55a9602cafe.PDF,VR,169e2f741f25bd155b7751e497596602
山西美锦能源股份有限公司,ST南风：关于独立董事任期届满离任及补选独立董事的公告,"根据《中华人民共和国公司法》、《公司章程》、《关于在上市公司建立独立董事制度的指导意见》的有关规定，独立董事在同一家上市公司的连任时间不得超过六年，南风化工集团股份有限公司（以下简称“公司”）独立董事李玉敏先生因任期届满，不再担任公司独立董事及董事会审计委员会主任委员、董事会提名委员会主任委员、董事会薪酬与考核委员会委员职务。
离任后，李玉敏先生将不再担任公司任何职务。
经董事会提名，董事会提名委员会审议，公司于2020年12月30日召开了第八届董事会第十八次会议，审议通过了《关于补选公司第八届董事会独立董事的议案》，同意辛茂荀先生为公司第八届董事会独立董事候选人（简历详见附件），任期自公司股东大会审议通过之日起至第八届董事会任期届满之日止。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/7a5e9130-9699-4a1a-b6ec-e368e8aa451f.PDF,CR,911400007259165771
广联航空工业股份有限公司,广联航空：关于使用部分超募资金向全资子公司实缴出资、提供借款以投资建设西安航空产业加工制造基地项目的公告,"经中国证券监督管理委员会（以下简称证监会）《关于同意广联航空工业股份有限公司首次公开发行股票注册的批复》（证监许可[2020]2016号）同意注册，公司向社会公众公开发行人民币普通股（A股）股票5,256万股，每股面值为1.00元，发行价为每股人民币17.87元，共计募集资金93,924.72万元，扣除发行费用后，公司本次募集资金净额为85,647.54万元。
为充分发挥募集资金的使用效率，根据公司的实际情况和战略发展目标，公司拟使用超募资金9,500万元用于建设“广联航空西安航空产业加工制造基地项目”（以下简称为本项目或项目），本项目建设期为3年，项目总投资额为80,293万元，其中“广联航空西安航空产业加工制造基地项目一期”（以下简称项目一期）投资额为37,000万元。
本次拟投入的超募资金中，拟以实缴出资的方式投入6,800万元，以无息借款的形式投入2,700万元。
前述借款期限为实际借款之日起三年，也可提前偿还；到期后，该笔借款可自动续期。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/8956981a-b200-432a-9edf-3005e8d5de3b.PDF,CR,91230199565431270F
广联航空工业股份有限公司,广联航空：中信证券股份有限公司关于公司使用部分超募资金向全资子公司实缴出资、提供借款以投资建设西安航空产业加工制造基地项目之专项核查意见,"经中国证券监督管理委员会《关于同意广联航空工业股份有限公司首次公开发行股票注册的批复》（证监许可〔2020〕2016号）同意注册，公司向社会公众公开发行A股股票5,256万股，发行价为每股人民币17.87元，共计募集资金93,924.72万元，扣除发行费用后，公司本次募集资金净额为85,647.54万元，其中超募资金总额为人民币13,547.54万元。
公司于2020年11月20日召开了第二届董事会第十二次会议、第二届监事会第十二次会议，审议通过了《关于使用募集资金置换预先投入募投项目自筹资金的议案》，同意公司使用募集资金5,916.77万元置换预先投入募投项目自筹资金5,916.77万元的事项。
公司于2020年11月20日召开了第二届董事会第十二次会议、第二届监事会第十二次会议，审议通过了《关于使用超募资金永久补充流动资金的议案》；并于2020年12月8日经2020年第三次临时股东大会审议通过，同意公司使用超募资金4,060万元用于永久补充流动资金。
为充分发挥募集资金的使用效率，根据公司的实际情况和战略发展目标，公司拟使用超募资金9,500万元用于建设“广联航空西安航空产业加工制造基地项目”（以下简称为“本项目”或“项目”），本项目建设期为3年，项目总投资额为80,293万元，其中“广联航空西安航空产业加工制造基地项目一期”（以下简称“项目一期”）投资额为37,000万元。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/804b142a-c0be-4af6-93d7-492ec83e95f4.PDF,CR,91230199565431270F
深圳市飞荣达科技股份有限公司,飞荣达：关于完成工商变更的公告,"深圳市飞荣达科技股份有限公司（以下简称“公司”）于2020年11月24日召开了2020年第四次临时股东大会，审议通过了《关于修订<公司章程>及办理工商变更登记的议案》。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/411ae5e4-fe49-490e-8c94-033b0fd1ae84.PDF,CR,914403002794071819
广州证券股份有限公司,越秀金控：2020年度业绩预告,业绩预告期间为：2020年1月1日至2020年12月31日。,2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/d54a3b85-7029-4159-82c3-556e4629a1a5.PDF,CR,91440101190660172H 
广州越秀金融控股集团有限公司,越秀金控：2020年度业绩预告,业绩预告期间为：2020年1月1日至2020年12月31日。,2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/d54a3b85-7029-4159-82c3-556e4629a1a5.PDF,LP,91440101190479672H
深圳翰宇药业股份有限公司,翰宇药业：2021年第一次临时股东大会决议公告,"本次股东大会没有否决或变更议案的情况发生。
本次股东大会不涉及变更前次股东大会决议。",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/39c7df12-bd6f-4810-92b1-a7cffe75ded5.PDF,PR,168fbe64d6d7397b4cfcd014b5bb5377
深圳翰宇药业股份有限公司,翰宇药业：二〇二一年第一次临时股东大会的法律意见书,综上所述，本所律师认为，公司本次股东大会的召集、召开程序、出席会议人员资格、召集人资格、会议的表决程序、表决结果等相关事宜符合《公司法》5《证券法》《股东大会规则》等法律、法规、规范性文件及《公司章程》的有关规定，本次股东大会决议合法有效。,2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/6c4049a8-e164-4105-bfaf-9789799614cd.PDF,PR,168fbe64d6d7397b4cfcd014b5bb5377
上海芯超生物科技有限公司,美年健康：华泰联合证券有限责任公司关于公司终止部分募投项目并将剩余募集资金永久补充流动资金、使用部分闲置募集资金暂时补充流动资金的核查意见,"（一）上市公司前次使用闲置募集资金暂时补充流动资金情况2020年2月21日，上市公司召开第七届董事会第十四次（临时）会议和第七届监事会第五次（临时）会议，审议通过《关于使用部分闲置募集资金暂时补充流动资金的议案》，同意公司使用部分闲置募集资金人民币10亿元暂时补充流动资金，使用期限不超过12个月。
（二）本次使用部分闲置募集资金暂时补充流动资金的情况上市公司募集资金投资项目的实施过程中，由于项目的实际需求，需要逐步投入募集资金，根据募集资金投资项目建设进度，预计闲置募集资金约人民币5亿元。
本着股东利益最大化的原则，为提高募集资金的使用效率，降低公司财务费用，在确保不影响4募集资金投资项目建设和募集资金使用的前提下，上市公司拟使用部分闲置募集资金不超过人民币5亿元暂时补充流动资金，使用期限自董事会审议通过之日起不超过12个月，本次募集资金补充流动资金，预计将节约财务费用人民币1,925万元（按使用期间银行一年期贷款利率（LPR）3.85%来测算，仅为测算数据，不构成公司承诺）。
保荐机构对本次上市公司拟终止“生物样本库建设项目”并将剩余募集资金永久补充流动资金事项无异议。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/d293ae64-b9ba-49f0-baf6-2fdf86c2a27a.PDF,CR,91310000757589048R
上海芯超生物科技有限公司,美年健康：关于终止部分募投项目并将剩余募集资金永久补充流动资金的公告,"生物样本库建设工作再次受到较大影1募集资金净额为扣除发行费用人民币4,048.83万元后，公司募集资金专户中信银行账户上的净额。
在疫情对外部经济环境、社会运转情况持续影响的情况下，基于公司整体运营稳健性的考虑，为了更好地维护股东利益，公司拟终止“生物样本库建设项目”，并将剩余募集资金及利息永久补充流动资金（以资金转出当日银行结息余额为准）。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/b3db4510-0b1d-42cd-92cf-620632ae4df7.PDF,CR,91310000757589048R
科顺防水科技股份有限公司,科顺股份：关于签订募集资金三方监管协议的公告,"2021年1月7日，天健会计师事务所（特殊普通合伙）对上述募集资金到达公司账户情况进行了审验，并出具了（天健验〔2021〕5号）《验资报告》。
该专户仅用于甲方补充流动资金，不得用作其他用途。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/b6c16693-0863-42ef-b7dc-f6ea300f7413.PDF,CR,91440606231959841B
华工科技产业股份有限公司,华工科技：关于公司控股股东通过公开征集转让方式协议转让公司股份事项获得武汉市国资委批复的公告,"2020年12月24日，公司控股股东武汉华中科技大产业集团有限公司（下称“产业集团”）与武汉国恒科技投资基金合伙企业（有限合伙）（下称“国恒基金”）签署了附生效条件的《股份转让协议》，约定产业集团向国恒基金转让所持有的华工科技191,045,514股股份，占华工科技总股本的19.00%，转让价格为人民币22.46元/股，合计转让价款为人民币4,290,882,244.44元。
2021年1月22日，华工科技接到本次股权转让事项受让方国恒基金通知，国恒基金收到其实际控制人武汉市国有资产监督管理委员会（下称“武汉市国资委”）下达的《关于国恒基金受让华工科技股份的回复意见》（武国资产权[2021]2号）。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/5a1055cd-07bb-4210-b370-b08d53237670.PDF,CR,91420000714584749G
广东智慧电子信息产业股份有限公司,高乐股份：关于广东省2020年第二批高新技术企业备案的复函,"你们上报的《关于广东省2020年第二批高新技术企业认定备案的函》（粤科函高字〔2020〕831号）收悉。
现将公示无异议的梅州市客家磨坊食品有限公司等4499家企业予以高新技术企业备案。
请你们按照《广东省2020年第二批高新技术企业名单》(详见附件）中的企业名称、高新技术企业证书编号和发证日期打印并颁发“高新技术企业证书”。
请你们认真贯彻党中央、国务院关于“放管服”的部暑要求，依法依规履行职责，不断改进服务，促进你省高新技术企业健康发展，为经济的高质量发展做出积极贡献。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/e74df6ed-fa9e-4d12-a031-502ccdca4166.PDF,CR,914400007076775250
鸿基创能科技(广州)有限公司,高乐股份：关于广东省2020年第二批高新技术企业备案的复函,"你们上报的《关于广东省2020年第二批高新技术企业认定备案的函》（粤科函高字〔2020〕831号）收悉。
现将公示无异议的梅州市客家磨坊食品有限公司等4499家企业予以高新技术企业备案。
请你们按照《广东省2020年第二批高新技术企业名单》(详见附件）中的企业名称、高新技术企业证书编号和发证日期打印并颁发“高新技术企业证书”。
请你们认真贯彻党中央、国务院关于“放管服”的部暑要求，依法依规履行职责，不断改进服务，促进你省高新技术企业健康发展，为经济的高质量发展做出积极贡献。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/e74df6ed-fa9e-4d12-a031-502ccdca4166.PDF,CR,91440101MA5ANC388H
广州极飞科技有限公司,高乐股份：关于广东省2020年第二批高新技术企业备案的复函,"你们上报的《关于广东省2020年第二批高新技术企业认定备案的函》（粤科函高字〔2020〕831号）收悉。
现将公示无异议的梅州市客家磨坊食品有限公司等4499家企业予以高新技术企业备案。
请你们按照《广东省2020年第二批高新技术企业名单》(详见附件）中的企业名称、高新技术企业证书编号和发证日期打印并颁发“高新技术企业证书”。
请你们认真贯彻党中央、国务院关于“放管服”的部暑要求，依法依规履行职责，不断改进服务，促进你省高新技术企业健康发展，为经济的高质量发展做出积极贡献。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/e74df6ed-fa9e-4d12-a031-502ccdca4166.PDF,CR,91440106593721849Y
珠海格力电器股份有限公司,高乐股份：关于广东省2020年第二批高新技术企业备案的复函,"你们上报的《关于广东省2020年第二批高新技术企业认定备案的函》（粤科函高字〔2020〕831号）收悉。
现将公示无异议的梅州市客家磨坊食品有限公司等4499家企业予以高新技术企业备案。
请你们按照《广东省2020年第二批高新技术企业名单》(详见附件）中的企业名称、高新技术企业证书编号和发证日期打印并颁发“高新技术企业证书”。
请你们认真贯彻党中央、国务院关于“放管服”的部暑要求，依法依规履行职责，不断改进服务，促进你省高新技术企业健康发展，为经济的高质量发展做出积极贡献。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/e74df6ed-fa9e-4d12-a031-502ccdca4166.PDF,CR,91440400192548256N
珠海艾派克微电子有限公司,高乐股份：关于广东省2020年第二批高新技术企业备案的复函,"你们上报的《关于广东省2020年第二批高新技术企业认定备案的函》（粤科函高字〔2020〕831号）收悉。
现将公示无异议的梅州市客家磨坊食品有限公司等4499家企业予以高新技术企业备案。
请你们按照《广东省2020年第二批高新技术企业名单》(详见附件）中的企业名称、高新技术企业证书编号和发证日期打印并颁发“高新技术企业证书”。
请你们认真贯彻党中央、国务院关于“放管服”的部暑要求，依法依规履行职责，不断改进服务，促进你省高新技术企业健康发展，为经济的高质量发展做出积极贡献。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/e74df6ed-fa9e-4d12-a031-502ccdca4166.PDF,CR,91440400759227905Y
广东鼎泰高科精工科技有限公司,高乐股份：关于广东省2020年第二批高新技术企业备案的复函,"你们上报的《关于广东省2020年第二批高新技术企业认定备案的函》（粤科函高字〔2020〕831号）收悉。
现将公示无异议的梅州市客家磨坊食品有限公司等4499家企业予以高新技术企业备案。
请你们按照《广东省2020年第二批高新技术企业名单》(详见附件）中的企业名称、高新技术企业证书编号和发证日期打印并颁发“高新技术企业证书”。
请你们认真贯彻党中央、国务院关于“放管服”的部暑要求，依法依规履行职责，不断改进服务，促进你省高新技术企业健康发展，为经济的高质量发展做出积极贡献。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/e74df6ed-fa9e-4d12-a031-502ccdca4166.PDF,CR,91441900076699698P
广东凯金新能源科技股份有限公司,高乐股份：关于广东省2020年第二批高新技术企业备案的复函,"你们上报的《关于广东省2020年第二批高新技术企业认定备案的函》（粤科函高字〔2020〕831号）收悉。
现将公示无异议的梅州市客家磨坊食品有限公司等4499家企业予以高新技术企业备案。
请你们按照《广东省2020年第二批高新技术企业名单》(详见附件）中的企业名称、高新技术企业证书编号和发证日期打印并颁发“高新技术企业证书”。
请你们认真贯彻党中央、国务院关于“放管服”的部暑要求，依法依规履行职责，不断改进服务，促进你省高新技术企业健康发展，为经济的高质量发展做出积极贡献。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/e74df6ed-fa9e-4d12-a031-502ccdca4166.PDF,CR,91441900592169722K
广东东阳光药业有限公司,高乐股份：关于广东省2020年第二批高新技术企业备案的复函,"你们上报的《关于广东省2020年第二批高新技术企业认定备案的函》（粤科函高字〔2020〕831号）收悉。
现将公示无异议的梅州市客家磨坊食品有限公司等4499家企业予以高新技术企业备案。
请你们按照《广东省2020年第二批高新技术企业名单》(详见附件）中的企业名称、高新技术企业证书编号和发证日期打印并颁发“高新技术企业证书”。
请你们认真贯彻党中央、国务院关于“放管服”的部暑要求，依法依规履行职责，不断改进服务，促进你省高新技术企业健康发展，为经济的高质量发展做出积极贡献。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/e74df6ed-fa9e-4d12-a031-502ccdca4166.PDF,CR,914419007583367471
招商财富资产管理有限公司,中交地产：关于与合作方按股权比例调用项目公司富余资金的公告,"截至2020年12月31日，我司累计对外提供财务资助余额为660,472万元，其中我司对有股权关系的房地产项目公司提供股东借款余额为486,865万元;合作方从我司并表房地产项目公司调用富余资金余额为173,607万元，公司不存在逾期未收回的借款。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/9e3d2db6-6b45-4d11-af56-d007f82e00d1.PDF,LP,91440300062724274L
广州越秀金融控股集团股份有限公司,越秀金控：2020年度业绩预告,业绩预告期间为：2020年1月1日至2020年12月31日。,2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/d54a3b85-7029-4159-82c3-556e4629a1a5.PDF,VC,914401011904817725
江西金力永磁科技股份有限公司,金力永磁：关于持股5%以上股东减持股份的预披露公告,"持有江西金力永磁科技股份有限公司股份47,329,557股（占公司总股本的11.38%）的股东金风投资控股有限公司，计划减持数量不超过12,479,333股，占金力永磁总股本的3%，自公告之日起3个交易日后3个月内（即2021年1月28日至2021年4月28日）实施。其中通过大宗交易方式进行减持的，将于本减持计划公告之日起3个交易日之后（2021年1月28日起）进行；通过证券交易所集中竞价交易方式进行减持的，将于本减持计划公告之日起15个交易日之后（2021年2月22日起）进行。
公司于2021年1月22日收到公司股东金风投控发来的《关于股份减持计划的告知函》",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/ddab93c1-9466-41fa-8689-fdd6158a35e9.PDF,CR,913607006779749909
威腾电气集团股份有限公司,光韵达：关于公司董事会换届选举的公告,"公司于2021年1月22日召开了第四届董事会第三十二次会议，审议通过了《关于公司董事会换届选举暨提名第五届董事会非独立董事候选人的议案》和《关于公司董事会换届选举暨提名第五届董事会独立董事候选人的议案》，公司董事会提名侯若洪先生、姚彩虹女士、王荣先生、张宇锋先生为公司第五届董事会非独立董事候选人，提名张锦慧女士、黄琳女士、贺正生先生为公司第五届董事会独立董事候选人。
独立董事王肇文先生在本公司任职独立董事已满六年，在本届董事会履职完毕后，王肇文先生将不再担任公司任何职务。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/5fd5ca71-62f6-4375-90a5-9c6164eac88f.PDF,CR,913211007558988918
天顺风能（苏州）股份有限公司,天顺风能：关于发行股份及支付现金购买资产申请获得中国证监会受理的公告,"天顺风能（苏州）股份有限公司（以下简称“公司”）于2021年1月22日收到中国证券监督管理委员会（以下简称“中国证监会”）出具的《中国证监会行政许可申请受理单》（受理序号：203592）。
中国证监会对公司提交的上市公司发行股份及支付现金购买资产核准申请材料进行了审查，认为该申请材料齐全，决定对该行政许可申请予以受理。
公司本次发行股份及支付现金购买资产事项尚需取得中国证监会核准。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/4b861a64-e89b-4d51-a090-ab09327752cd.PDF,CR,913205007705113849
中国科学院控股有限公司,中科信息：国泰君安证券股份有限公司关于公司本次重组不构成重组上市之独立财务顾问核查意见,"本次交易完成后，上市公司的控股股东及实际控制人仍为国科控股。
",2021/01/23 00:00,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/d11df1fe-c6c8-4183-9cf7-985dc5ff5da5.PDF,VC,91110000736450952Q
中国科学院控股有限公司,中科信息：国泰君安证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/3f4d29a0-bc08-496f-bcef-d45b94b46601.PDF,VC,91110000736450952Q
成都高新投资集团有限公司,中科信息：国泰君安证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/3f4d29a0-bc08-496f-bcef-d45b94b46601.PDF,VC,91510100633110883L
联想（北京）有限公司,中科信息：国泰君安证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/3f4d29a0-bc08-496f-bcef-d45b94b46601.PDF,VC,91110108700000458B
中国科学院控股有限公司,中科信息：北京市天元律师事务所关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易的补充法律意见（三）,"2020年11月25日，中科仪召开2020年第六次临时股东大会，会议审议通过了《关于出售资产暨关联交易的议案》、《关于提请股东大会授权董事会全权办理本次出售资产暨关联交易相关事宜的议案》等议案，同意中科仪出售其持有的瑞拓科技的股份，并授权董事会具体办理前述事宜。
2021年1月20日，中科仪召开第四届董事会第六次会议，会议审议通过了《关于审议出售资产暨关联交易的议案》。
由于李芷萱未满8周岁，系无民事行为能力人，且无法开立股票账户，其继承的瑞拓科技0.5万股股份由其监护人马晓霞代为管理，并登记于马晓霞名下，该事项已由李广库、田敏均、马晓霞签署《股份继承协议》进行约定，并由辽宁省沈阳市浑南公证处出具《公证书》[（2020）辽沈民字第4806号]对《股份继承协议》进行了公证。
2021年1月22日，中科信息召开第三届董事会第十五次会议，审议通过了本次交易的相关议案，关联董事在表决时对关联交易事项进行了回避，独立董事均发表了事前认可意见及独立意见。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/fa3dd3c8-4840-4421-b430-4be56315c428.PDF,VC,91110000736450952Q
中国科学院控股有限公司,中科信息：发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/58be1a8d-96af-4c7e-8618-2cc5def4cb63.PDF,VC,91110000736450952Q
成都高新投资集团有限公司,中科信息：发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/58be1a8d-96af-4c7e-8618-2cc5def4cb63.PDF,VC,91510100633110883L
联想（北京）有限公司,中科信息：发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/58be1a8d-96af-4c7e-8618-2cc5def4cb63.PDF,VC,91110108700000458B
中国科学院控股有限公司,中科信息：董事会关于本次交易履行法定程序的完备性、合规性及提交法律文件的有效性的说明,"中科院成都信息技术股份有限公司（以下简称“公司”）拟通过发行股份及支付现金的方式购买成都瑞拓科技股份有限公司100%股权；同时，公司拟非公开发行股份募集配套资金（以下简称“本次交易”）。
根据《上市公司重大资产重组管理办法》（以下简称“《重组管理办法》”）等相关规定，本次交易涉及发行股份购买资产，需提交中国证监会上市公司并购重组审核委员会审核，本次交易不构成重大资产重组；同时根据《深圳证券交易所创业板股票上市规则》的相关规定，本次交易构成关联交易。
",2021/01/23 00:00,中性信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-23/96bcc604-2340-40d9-89a0-14a29d52907b.PDF,VC,91110000736450952Q
