被投企业名称 ,资讯标题,简要,发布日期,SENTIMENT,来源,详细资讯,BUSI_TYPE,被投企业id
江阴江化微电子材料股份有限公司,注意！江化微：公司董事唐艳、姚玮拟减持公司不超过约64万股股份,"江化微1月22日晚间发布公告称，公司董事及高级管理人员姚玮计划于2021年2月22日至2021年8月20日期间减持公司股份不超过约5.10万股，计划减持比例不超过0.0338%。
",2021/01/22 15:41,负面信息,每经网,http://www.nbd.com.cn/articles/2021-01-22/1606637.html,VC,913202007311548046
华泰证券（上海）资产管理有限公司,万通发展：参与投资天津瑞通智芯基金完成备案,"王鸿1月22日，万通发展发布关于参与的投资基金完成私募投资基金备案的公告。
",2021/01/22 15:41,正面信息,乐居,https://news.leju.com/2021-01-22/6758287392983269257.shtml,LP,91310000312590222J
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,167aaf6e5fd45f8732b083443dbbe696
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,167e52d396927ca71e586bb4fe79eaa1
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,167e55304d5f440dcdf940a42359cf68
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,167e9dec1623d4ca9d61aa94b29afda0
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,1699f2f6eda8b3d79ed354b4ad69645e
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,167ea17045d79b38b68b81648568915c
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,168e5a1deca9543d69da240496aa832b
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,168e60fcd5422d2b00ae7f24277bb992
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,168e9eac3f3a2dc6dc563e14a0095313
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,16950f989f26c6b63494484478fb4e4d
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,169939d9e91350708a5de2b4c64bd3fe
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,1699f1ac40f2c802c24aa2846e4a4dd4
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,167aaab810d3859f2d8676040e892a1a
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,CR,91440300192408392D
深圳市燃气集团股份有限公司,深圳燃气2021年第一次临时股东大会会议资料,"公司董事彭庆伟先生因工作安排原因辞去公司董事职务。
",2021/01/22 15:41,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/601139_20210123_1.pdf,PR,167ea0681592cdcd7a6757646d9b3ebb
宁波长阳科技股份有限公司,宁波长阳科技股份有限公司第二届监事会第十五次会议决议公告,审议表决了以下议案：《关于开展外汇套期保值业务的议案》。,2021/01/22 15:40,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209166642.PDF,VC,91330200563871993X
宁波长阳科技股份有限公司,华安证券股份有限公司关于宁波长阳科技股份有限公司开展外汇套期保值业务的核查意见,"2、业务规模及期限公司拟开展的外汇套期保值业务资金额度不超过1亿美元（额度范围内资金可滚动使用）。
",2021/01/22 15:40,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209166640.PDF,VC,91330200563871993X
宁波长阳科技股份有限公司,宁波长阳科技股份有限公司独立董事关于第二届董事会第十六次会议相关事项的独立意见,我们同意，公司在确保不影响正常经营资金需求和资金安全的前提下，根据业务发展需求，按照相关制度的规定适时开展外汇套期保值业务。,2021/01/22 15:40,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209166641.PDF,VC,91330200563871993X
宁波长阳科技股份有限公司,宁波长阳科技股份有限公司关于开展外汇套期保值业务的公告,"公司的外汇套期保值业务以正常生产经营为基础，以规避和防范汇率风险为目的，不进行单纯以盈利为目的的投机和套利交易；公司拟开展的外汇套期保值业务资金额度不超过1亿美元（额度范围内资金可滚动使用）。资金来源为自有资金，不涉及募集资金。额度有效期为自公司董事会审议通过之日起12个月；本次外汇套期保值业务事项经董事会审议通过后实施，无需提交公司股东大会审议。
宁波长阳科技股份有限公司于2021年1月21日召开第二届董事会第十六次会议、第二届监事会第十五次会议，审议通过了《关于开展外汇套期保值业务的议案》，同意公司根据实际需要，使用自有资金与银行开展外汇套期保值业务，本次外汇套期保值业务事项经董事会审议通过后实施",2021/01/22 15:40,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209166639.PDF,VC,91330200563871993X
爱美客技术发展股份有限公司,2020年年度业绩预增公告,"业绩预告期间为：2020年1月1日至2020年12月31日。经财务部门初步测算，九州通医药集团股份有限公司预计2020年度实现归属于上市公司股东的净利润为305,600万元—320,122万元，与上年同期相比预计增加132,945万元—147,467万元，同比增长77%—85%。经财务部门初步测算，公司预计2020年度归属于上市公司股东的扣除非经常性损益的净利润为183,772万元—198,295万元，与上年同期相比预计增加31,239万元—45,762万元，同比增长20%—30%。",2021/01/22 15:40,正面信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209166635.PDF,CR,91110114763510383J
郑州宇通客车股份有限公司,关于副总经理辞职的公告,"郑州宇通客车股份有限公司（以下简称“公司”）董事会于2021年1月22日收到副总经理王宁先生的辞职报告书，王宁先生因个人原因申请辞去公司副总经理职务，辞职报告书自送达董事会之日起生效。
王宁先生在任职期间恪尽职守、勤勉尽责，公司董事会对其为公司发展做出的贡献表示衷心感谢。
",2021/01/22 15:40,负面信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209166633.PDF,VC,91410000170001401D
富士康工业互联网股份有限公司,局外人 事事通,"近期，富士康重回大众视线，其大举进军汽车行业，包括发布纯电动平台、投资拜腾、与吉利合资……
其实，在大举进军汽车行业之前，富士康已不复往昔辉煌。
究其原因是苹果销量下滑的连带效应，富士康的苹果的订单已占到总业务的六成以上。
首先要接受汽车界“代工大厂”麦格纳的PK。
截至目前，其已为29款不同车型生产了超过370万辆汽车。
",2021/01/22 15:40,负面信息,搜狐网,https://www.sohu.com/a/446121098_391119,VC,914403003296132911
科大讯飞股份有限公司,用讯飞扫描词典笔，查词记词更高效,"龙头大揭秘！
除了查词，讯飞扫描词典笔对记词也很有帮助。
最后，讯飞扫描词典笔上还拥有一些非常贴心的设计。
家长们虽然对孩子的关心总是事无巨细，但却还是有很多力不从心的地方，这时候就需要讯飞扫描词典笔这样的科技产品来帮忙了。
",2021/01/22 15:39,中性信息,金融界,http://biz.jrj.com.cn/2021/01/22153531744893.shtml,VC,91340000711771143J
中国工商银行,太平鸟(603877.SH)：宁波鹏灏解押2362万股,"龙头大揭秘！
格隆汇1月22日丨太平鸟(603877.SH)公布，公司近日收到公司持股5%以上股东宁波鹏灏函告,获悉其将原质押给中国工商银行股份有限公司宁波市分行的2362万股公司股份解除质押。
宁波鹏灏持有公司股份5250万股，占公司总股本的11.01%，宁波鹏灏此前持有公司股份累计质押数量为5250万股，本次解除质押2362万股，剩余质押股份2888万股，占其持股数量比例55.01%，占公司总股本的6.06%。
",2021/01/22 15:38,负面信息,金融界,http://stock.jrj.com.cn/2021/01/22153331744886.shtml,VR,8EE06DB7AB6D4B77E0532D89170A6C67
中国工商银行股份有限公司,太平鸟(603877.SH)：宁波鹏灏解押2362万股,"龙头大揭秘！
格隆汇1月22日丨太平鸟(603877.SH)公布，公司近日收到公司持股5%以上股东宁波鹏灏函告,获悉其将原质押给中国工商银行股份有限公司宁波市分行的2362万股公司股份解除质押。
宁波鹏灏持有公司股份5250万股，占公司总股本的11.01%，宁波鹏灏此前持有公司股份累计质押数量为5250万股，本次解除质押2362万股，剩余质押股份2888万股，占其持股数量比例55.01%，占公司总股本的6.06%。
",2021/01/22 15:38,负面信息,金融界,http://stock.jrj.com.cn/2021/01/22153331744886.shtml,VC,91100000100003962T
中国工商银行股份有限公司合肥双岗支行,太平鸟(603877.SH)：宁波鹏灏解押2362万股,"龙头大揭秘！
格隆汇1月22日丨太平鸟(603877.SH)公布，公司近日收到公司持股5%以上股东宁波鹏灏函告,获悉其将原质押给中国工商银行股份有限公司宁波市分行的2362万股公司股份解除质押。
宁波鹏灏持有公司股份5250万股，占公司总股本的11.01%，宁波鹏灏此前持有公司股份累计质押数量为5250万股，本次解除质押2362万股，剩余质押股份2888万股，占其持股数量比例55.01%，占公司总股本的6.06%。
",2021/01/22 15:38,负面信息,金融界,http://stock.jrj.com.cn/2021/01/22153331744886.shtml,VC,91100000100003962T
华峰集团有限公司,明泰股份过会背后：前发审委员集体入股，募投项目重大变更未披露,"来源：经鉴
作为平阳朴明的基金管理人杭州直朴，则由自然人邓利泉和倪一帆分别出资600万和400万成立。
薛青锋本人在国内资本市场中，也并非寂寂无名之辈。
据招股说明书披露，宋新潮，男，1963年2月出生，住所为杭州市上城区锦花苑。
但明泰股份同时披露，日泰上海的投产时间为2007年，这是否代表公司投产时并未完成环保验收？
",2021/01/22 15:38,负面信息,新浪网,https://finance.sina.com.cn/stock/stockzmt/2021-01-22/doc-ikftpnny0591983.shtml,CR,913303811456357609
招商银行股份有限公司,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VC,9144030010001686XA
中国工商银行,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VR,9851441AFBE08E43E0532B89170AF414
中国工商银行股份有限公司,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VC,91100000100003962T
中国工商银行股份有限公司总行营业部,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VC,91110102801116169Y
中国工商银行,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VR,9851441AFBE28E43E0532B89170AF414
中国工商银行股份有限公司总行投行部,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VR,876AD13F60EB1CFAE0532B89170AC4E7
中国工商银行股份有限公司合肥双岗支行,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VC,91100000100003962T
中国工商银行,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VR,97A06DD5A8D36EB8E0532D89170AACAD
中国工商银行,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VR,97A06DD5A8D16EB8E0532D89170AACAD
工商银行投资部,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VR,169c9c90a2b3c6bf6f2b1334528a5f4b
中国工商银行,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VR,8EE06DB7AB6D4B77E0532D89170A6C67
中国光大银行股份有限公司,金融股回调：海通国际跌超8% 招商银行跌超4%,"港股内银股尾盘跌幅扩大，海通国际跌超8%，惠理集团跌超6%，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
海量资讯、精准解读，尽在新浪财经APP
",2021/01/22 15:37,负面信息,新浪网,https://finance.sina.com.cn/stock/hkstock/marketalerts/2021-01-22/doc-ikftssan9602712.shtml,VC,91110000100011743X
宁波长阳科技股份有限公司,宁波长阳科技股份有限公司关于开展外汇套期保值业务的公告,"公司的外汇套期保值业务以正常生产经营为基础，以规避和防范汇率风险为目的，不进行单纯以盈利为目的的投机和套利交易；公司拟开展的外汇套期保值业务资金额度不超过1亿美元（额度范围内资金可滚动使用）。资金来源为自有资金，不涉及募集资金。额度有效期为自公司董事会审议通过之日起12个月；本次外汇套期保值业务事项经董事会审议通过后实施，无需提交公司股东大会审议。
宁波长阳科技股份有限公司于2021年1月21日召开第二届董事会第十六次会议、第二届监事会第十五次会议，审议通过了《关于开展外汇套期保值业务的议案》，同意公司根据实际需要，使用自有资金与银行开展外汇套期保值业务，本次外汇套期保值业务事项经董事会审议通过后实施",2021/01/22 15:37,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/bulletin/star/c/688299_20210123_1.pdf,VC,91330200563871993X
宁波长阳科技股份有限公司,华安证券股份有限公司关于宁波长阳科技股份有限公司开展外汇套期保值业务的核查意见,"2、业务规模及期限公司拟开展的外汇套期保值业务资金额度不超过1亿美元（额度范围内资金可滚动使用）。
",2021/01/22 15:37,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/bulletin/star/c/688299_20210123_2.pdf,VC,91330200563871993X
宁波长阳科技股份有限公司,宁波长阳科技股份有限公司第二届监事会第十五次会议决议公告,审议表决了以下议案：《关于开展外汇套期保值业务的议案》。,2021/01/22 15:37,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/bulletin/star/c/688299_20210123_4.pdf,VC,91330200563871993X
宁波长阳科技股份有限公司,宁波长阳科技股份有限公司独立董事关于第二届董事会第十六次会议相关事项的独立意见,我们同意，公司在确保不影响正常经营资金需求和资金安全的前提下，根据业务发展需求，按照相关制度的规定适时开展外汇套期保值业务。,2021/01/22 15:37,中性信息,公告,http://static.sse.com.cn/disclosure/listedinfo/bulletin/star/c/688299_20210123_3.pdf,VC,91330200563871993X
华友钴业,巨丰复盘：两市震荡分化 绩优股再遭资金追捧,"周五，A股分化，沪指围绕3600点拉锯，创业板震荡上行。
大盘19年第一季度的上涨行情转变为围绕60周均线的中期震荡行情，现进入周线第三浪上涨行情。
目前，南下资金日均买卖总额已占到港股总成交的三成。
受益于再融资新规，定增市场在2020年掀起一波火热行情，这股热情也延续至2021年。
",2021/01/22 15:37,正面信息,巨丰财经,https://www.jfinfo.com/news/20210122/3518601,VR,1698fdfe3662aebbe2baabe4f929d0f4
中国东方资产管理股份有限公司,【黄金收评】金银震荡回落！白银TD跌幅一度超1%,"【日终解盘】
据凤凰网科技，网 易今日中午发布内部全员邮件，称北京园区一员工1月21日夜间核酸检测为阳性，1月22日凌晨血清检测阴性，目前尚未确诊。
散户持仓数据上，黄金散户净多头持仓为4.41%，多头力量为17.56%，空头力量为13.15%，说明目前散户多头持仓较占优势。
",2021/01/22 15:37,负面信息,猎金,http://www.liejin99.com/20210122/c626422569.shtml,LP,911100007109254543
中国工商银行股份有限公司总行营业部,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VC,91110102801116169Y
工商银行投资部,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VR,169c9c90a2b3c6bf6f2b1334528a5f4b
中国工商银行股份有限公司合肥双岗支行,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VC,91100000100003962T
中国工商银行,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VR,9851441AFBE28E43E0532B89170AF414
中国工商银行股份有限公司总行投行部,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VR,876AD13F60EB1CFAE0532B89170AC4E7
中国工商银行,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VR,9851441AFBE08E43E0532B89170AF414
中国工商银行,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VR,97A06DD5A8D36EB8E0532D89170AACAD
中国工商银行,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VR,97A06DD5A8D16EB8E0532D89170AACAD
招商银行股份有限公司,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VC,9144030010001686XA
中国工商银行,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VR,8EE06DB7AB6D4B77E0532D89170A6C67
中国光大银行股份有限公司,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VC,91110000100011743X
中国工商银行股份有限公司,港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。,"港股内银股尾盘跌幅扩大，光大银行跌5.4%，招商银行跌4.6%，邮储银行跌3.8%，工商银行、交通银行跌超3%，建设银行跌2.4%。
",2021/01/22 15:36,负面信息,新浪网,http://zhibo.sina.com.cn/1986656,VC,91100000100003962T
北京东方雨虹防水技术股份有限公司,【新华500】新华500指数（989001）涨0.27%,"原标题：【新华500】新华500指数（989001）涨0.27%
",2021/01/22 15:36,正面信息,东方财富网,http://finance.eastmoney.com/a/202101221786148958.html,VC,91110000102551540H
中国国际海运集装箱（集团）股份有限公司,【新华500】新华500指数（989001）涨0.27%,"原标题：【新华500】新华500指数（989001）涨0.27%
",2021/01/22 15:36,正面信息,东方财富网,http://finance.eastmoney.com/a/202101221786148958.html,CR,91440300618869509J
中国国际海运集装箱(集团)股份有限公司,【新华500】新华500指数（989001）涨0.27%,"原标题：【新华500】新华500指数（989001）涨0.27%
",2021/01/22 15:36,正面信息,东方财富网,http://finance.eastmoney.com/a/202101221786148958.html,VC,91440300618869509J
郑州宇通客车股份有限公司,关于副总经理辞职的公告,"郑州宇通客车股份有限公司（以下简称“公司”）董事会于2021年1月22日收到副总经理王宁先生的辞职报告书，王宁先生因个人原因申请辞去公司副总经理职务，辞职报告书自送达董事会之日起生效。
王宁先生在任职期间恪尽职守、勤勉尽责，公司董事会对其为公司发展做出的贡献表示衷心感谢。
",2021/01/22 15:35,负面信息,公告,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2021-01-23/600066_20210123_1.pdf,VC,91410000170001401D
